participant_id,rater_effect,n_trials,empirical_remove_rate
P_1781988405121_vtgpsyg2u,-0.8485634374207057,12,0.0
P_1781988407805_cel0nsn4q,0.48490644079035833,13,0.46153846153846156
P_1781988413917_n39bbwvlm,-0.93002270272856,14,0.0
P_1781988414372_5yr19oyzr,0.10948081019997802,15,0.3333333333333333
P_1781988419625_f0yzrcvqp,-0.07222558115568545,9,0.2222222222222222
P_1781988419853_f9inddnam,-0.9201415798312694,14,0.0
P_1781988422179_9zlg185wn,-0.7507183364657942,15,0.06666666666666667
P_1781988422249_xaeavm74o,0.6329128680387321,14,0.5
P_1781988428559_0bpgiey89,-0.32531090033955135,16,0.1875
P_1781988428622_hsv17arev,0.5000381156372853,15,0.4666666666666667
P_1781988430052_rqdnfs3ks,-0.09113165940995493,15,0.26666666666666666
P_1781988431014_owfrgqubo,0.4226884031301958,12,0.4166666666666667
P_1781988431168_rn97eusfm,0.4024869583369187,14,0.42857142857142855
P_1781988433123_brcgpgruv,-0.6218644858121268,12,0.08333333333333333
P_1781988438678_5wzdbdnxx,-0.5939741290722659,15,0.13333333333333333
P_1781988440113_1cubrrl59,-0.27729739897833916,15,0.2
P_1781988442487_am19pqv21,-0.6976776445027862,14,0.07142857142857142
P_1781988443015_ru2f7lmwh,-0.8473264950132843,13,0.0
P_1781988443654_7jw23ia7u,0.2796184105692403,13,0.38461538461538464
P_1781988444481_3mia4thve,-0.24429073875327845,16,0.25
P_1781988446343_zkrym71se,0.9204842093526756,17,0.5882352941176471
P_1781988452456_jou9eqt8n,1.379777539051453,12,0.75
P_1781988453736_hg3i2wjbd,-0.43535195200159127,16,0.1875
P_1781988457170_n3tw39z7h,-0.7978943818153764,14,0.07142857142857142
P_1781988458422_kuiiwzsv3,-0.2426403010195295,11,0.18181818181818182
P_1781988461624_ulerp6lk8,-0.07221945386873219,9,0.2222222222222222
P_1781988464969_pwsxchcc0,0.6581511506492093,10,0.5
P_1781988466176_dv343qwvr,-0.33797283595979455,17,0.17647058823529413
P_1781988467971_vc4utezcg,-0.32746350414270675,15,0.2
P_1781988468654_dzp1dbxyp,-0.3502344066078822,16,0.1875
P_1781988469061_zrzigf25d,0.3149810382874784,13,0.38461538461538464
P_1781988469930_2a14wbx1j,-0.11131619785039071,15,0.26666666666666666
P_1781988469987_8twwgoomf,0.27957992478881843,13,0.38461538461538464
P_1781988470164_uweduajrb,0.30803413129511925,18,0.3888888888888889
P_1781988471694_logoq41wb,-0.8919029728097424,13,0.0
P_1781988472259_bwy3g7isj,1.8942722479418999,17,0.8823529411764706
P_1781988472440_xjc98c3qw,-0.5519188853487055,16,0.125
P_1781988473937_x8igzwj67,1.0433873303502572,14,0.6428571428571429
P_1781988474177_73m6ff2qi,0.536972144332112,10,0.5
P_1781988474563_k3i6hbzqy,-0.7806852218528305,11,0.0
P_1781988477974_xip6ot17h,-0.9920621265653945,16,0.0
P_1781988478805_guiax8s3f,-0.43825104247380087,13,0.15384615384615385
P_1781988480744_jqcagq9nb,0.1145661220033925,15,0.3333333333333333
P_1781988490041_y98an7rvy,-0.5998851602287397,9,0.0
P_1781988493969_5yxghglna,-0.3452159558795289,14,0.21428571428571427
P_1781988496102_fx34lwusz,-0.02054386362001448,17,0.29411764705882354
P_1781988501438_005g9h239,-0.496121667565976,14,0.14285714285714285
P_1781988508945_hncd6snwu,-0.7277252762950163,14,0.07142857142857142
P_1781988516052_fg33frapa,0.44791994730866447,14,0.42857142857142855
P_1781988516499_wba1jqt7m,0.0036094971748407145,13,0.3076923076923077
P_1781988520570_z9g4o51b8,-0.6596771610533488,13,0.07692307692307693
P_1781988521848_1qofjrr81,0.5454978798079547,17,0.47058823529411764
P_1781988532606_fbiir7klf,-0.2445670182575148,14,0.21428571428571427
P_1781988533114_xtgzvodok,-0.12454971682478866,12,0.25
P_1781988533633_ti7qvwxmg,-0.3604626576092941,12,0.16666666666666666
P_1781988537258_l6zuxyhs9,-0.7956440840539348,11,0.0
P_1781988542468_qs3okfzrs,0.8179508814487984,12,0.5833333333333334
P_1781988542721_wwus2au89,-0.19701902907674906,13,0.23076923076923078
P_1781988545820_kt95pejf3,-0.5772871734201578,16,0.125
P_1781988548969_43w7ni69c,0.01867996674607153,13,0.3076923076923077
P_1781988549258_dkx7fj5ns,0.10112900196273428,12,0.3333333333333333
P_1781988550606_zubex0pl1,0.33179230630225187,12,0.4166666666666667
P_1781988550627_fblkh52vf,0.3873190229784287,12,0.4166666666666667
P_1781988562555_43wvg8422,-0.9041406435470868,15,0.0
P_1781988563793_87b9i61eh,-0.1518167899923194,13,0.23076923076923078
P_1781988567082_ihabpsnp8,-0.4708982418303612,14,0.14285714285714285
P_1781988577701_o0wjokov1,-0.710993126362034,15,0.06666666666666667
P_1781988596910_ylxwm4glj,0.5051045201839188,13,0.46153846153846156
P_1781988602144_tanbtmxsw,0.6278827491703018,12,0.5
P_1781988602872_b0i5ddj7l,-0.17131798650231223,17,0.23529411764705882
P_1781988604693_rqawubwhi,0.5757601391756467,19,0.47368421052631576
P_1781988607594_8gz3wu8xe,-0.9189085569326124,15,0.0
P_1781988608895_kqy8e66l4,0.580768529910192,15,0.4666666666666667
P_1781988611877_55p4o6kjr,-0.3173462350792866,15,0.2
P_1781988613712_fopd9kqur,-0.9466430027228835,13,0.0
P_1781988614436_02rc3xpi3,-0.602046576298135,16,0.125
P_1781988615018_5pz1fihk6,-0.7527717122906407,14,0.07142857142857142
P_1781988616237_kxli6rhvx,-0.898598566121556,12,0.0
P_1781988618579_88t1r1cgm,0.2947919156868739,15,0.4
P_1781988620308_b5pbdcrjn,-0.2924972365862336,15,0.2
P_1781988620375_p0cbnkfeu,0.18375573942923784,13,0.38461538461538464
P_1781988634197_ug7k37lik,0.25434053043849214,11,0.36363636363636365
P_1781988638281_txk3j1mcz,0.9810678994738913,17,0.5882352941176471
P_1781988645394_69s0jet6t,-0.7277066636668196,14,0.07142857142857142
P_1781988647827_bjsmgny84,0.335162396233621,17,0.4117647058823529
P_1781988649150_njg4vov7a,-0.871924797307314,13,0.0
P_1781988650246_c4pxwu8us,-0.8206377991473383,11,0.0
P_1781988669826_8plhnks9e,-0.11630415874960864,15,0.26666666666666666
P_1781988670301_ebmnom2kn,0.15992223685293883,15,0.3333333333333333
P_1781988672124_b8q7u21n7,-0.8236742126455731,12,0.0
P_1781988675584_qehc2nwbs,0.685020991966071,11,0.5454545454545454
P_1781988675942_bndp8kg7t,0.8885792565213109,16,0.5625
P_1781988676801_es50f00uk,-0.9151571502929611,14,0.0
P_1781988676876_jnds4rocu,-0.9712921688837582,17,0.0
P_1781988682644_6a3ptpqe1,-0.9018592291180415,13,0.0
P_1781988684037_defszebtf,0.4242937893604879,11,0.45454545454545453
P_1781988685754_d63rxr59s,-0.3252806476078086,12,0.16666666666666666
P_1781988688323_0y382om4g,0.4377643254304129,14,0.42857142857142855
P_1781988690711_3d1mh8acw,0.35193627567981334,12,0.4166666666666667
P_1781988691382_cqvk4zqxo,-0.8156908833204503,11,0.0
P_1781988693835_rwrc7688w,0.7086332374929638,16,0.5
P_1781988695952_k4m5yjwbh,-0.29223853803034994,15,0.2
P_1781988696494_q99wsysbp,0.3317867291996859,12,0.4166666666666667
P_1781988699013_pqvab7tbt,-0.27276531752707533,11,0.18181818181818182
P_1781988699371_qlq4f1bky,0.945748735660421,17,0.5882352941176471
P_1781988706239_4y90ahwk7,-0.2120889208634107,13,0.23076923076923078
P_1781988707443_ole7f18tm,-0.8917201730042085,13,0.0
P_1781988708382_gco228o8n,0.33514124886991636,15,0.4
P_1781988712949_3oit0lr75,0.15677043457280887,14,0.35714285714285715
P_1781988716479_tgml0olqg,-0.035605718794344376,17,0.29411764705882354
P_1781988716749_x36fwfxz0,-0.13450260878474818,12,0.25
P_1781988718439_iva8ulmcr,-0.0034020263292933173,14,0.2857142857142857
P_1781988720728_7dmobt7if,-0.5541238558055738,11,0.09090909090909091
P_1781988725753_8iggoxefe,-0.3554064638190899,12,0.16666666666666666
P_1781988732923_wrmq0vt0t,-0.4759567090116884,14,0.14285714285714285
P_1781988733013_me4s931cx,-0.4763426836793375,10,0.1
P_1781988733937_z2aupoc4a,-0.3172591355855976,15,0.2
P_1781988737572_3ftdr3l6p,-0.8139169065819708,12,0.0
P_1781988737841_g6e020zhl,0.14473495763212563,15,0.3333333333333333
P_1781988738891_7h9upc12z,0.8011257635132956,17,0.5294117647058824
P_1781988744524_ay21kmluw,-0.1166346701763693,13,0.23076923076923078
P_1781988746610_8klw7eqe9,0.25766724534849283,16,0.375
P_1781988751395_r96s1ec83,-0.8137861766815765,12,0.0
P_1781988755098_0s2glj0qr,0.0470794952858421,16,0.3125
P_1781988773453_c1oyb2wul,-0.6927173163844039,14,0.07142857142857142
P_1781988778762_mvbmiqjr6,0.32507925203369703,15,0.4
P_1781988783513_89usvgflw,-0.5389058339217895,15,0.13333333333333333
P_1781988785009_oemqi3v0g,0.13653555899189612,12,0.3333333333333333
P_1781988786650_dne1du2yf,-0.9115965595637968,13,0.0
P_1781988789082_v0ftr1jlw,-0.6899451261359825,13,0.07692307692307693
P_1781988796367_6o27xaq7o,-0.9920945828439548,16,0.0
P_1781988797752_wedzm1vmz,-0.2020236436565377,13,0.23076923076923078
P_1781988801239_p3hkh9d46,-0.30989504688121816,14,0.21428571428571427
P_1781988802263_dcw3vezob,0.582406790838353,14,0.5
P_1781988803496_ustwcs1nc,-0.9637051914531135,15,0.0
P_1781988803801_h33f5wnxj,-1.0080852586456177,15,0.0
P_1781988807643_c1cc9rkdk,0.5824140486650865,8,0.5
P_1781988813145_8c5eblr94,1.2014485653035007,17,0.6470588235294118
P_1781988815229_r820cdafk,-0.8603762892332593,14,0.0
P_1781988821299_3yisuev6x,0.8734246951932592,18,0.5555555555555556
P_1781988824442_1ik3n7116,-0.16125064469086492,17,0.23529411764705882
P_1781988826508_flywqurr1,-0.22725611281331692,13,0.23076923076923078
P_1781988829033_pll26bb8s,-0.06196691489545214,11,0.2727272727272727
P_1781988830886_gdi5ftzb5,-0.05902757091164679,12,0.25
P_1781988833449_y3xc6036o,0.3654352516957417,19,0.42105263157894735
P_1781988844951_1k8lbroy8,0.3721683651800145,12,0.4166666666666667
P_1781988853201_8h8c0x2q3,0.3352059093955584,15,0.4
P_1781988858059_md1xw6w1v,1.5701341454193707,14,0.7857142857142857
P_1781988858172_qyhxcon1s,0.7002189593216044,13,0.5384615384615384
P_1781988859649_dx4dgrr8c,-0.9633865794761304,15,0.0
P_1781988864714_gmgk3b52n,-0.5217272109231882,10,0.1
P_1781988870534_n2d0d5hyi,0.19212089601283727,16,0.375
P_1781988872866_0o5k80nau,0.21402523419431213,13,0.38461538461538464
P_1781988877561_gciygi3mn,-0.7129548864113547,14,0.07142857142857142
P_1781988878113_pwgt0n201,0.44953817339132196,13,0.46153846153846156
P_1781988882004_qv3aibfxi,-0.2727013749925634,11,0.18181818181818182
P_1781988884247_4mr3k2hno,0.028831085649397292,13,0.3076923076923077
P_1781988886005_ol9twazj4,-0.1415439055365697,15,0.26666666666666666
P_1781988895223_u25tbvb4f,-0.7963740674164358,18,0.05555555555555555
P_1781988895243_vo3naihbf,-0.0033874718336431853,16,0.3125
P_1781988898022_qmeczd3yi,2.1836461745044695,14,1.0
P_1781988901365_o99yoe2a5,0.18515038432504832,17,0.35294117647058826
P_1781988902882_5fma4323l,-0.90418297734778,15,0.0
P_1781988906209_odjvrpupo,0.011736494492556537,16,0.3125
P_1781988908520_f82yquvm2,-0.1766873743882359,15,0.26666666666666666
P_1781988911002_pusrrzpfk,-0.23448392403106477,14,0.21428571428571427
P_1781988911419_mv1tx1bih,-0.5998055433650492,13,0.07692307692307693
P_1781988914614_lavthf7jx,-0.15655727737094616,15,0.26666666666666666
P_1781988918495_fkkz7i57b,-0.8016688397671979,18,0.05555555555555555
P_1781988919118_ac7mlj0cv,0.42773526168531656,16,0.4375
P_1781988919290_ntz4op4a9,-0.24468218038630907,14,0.21428571428571427
P_1781988922124_99bogniwr,0.5874637125426853,12,0.5
P_1781988922744_3xquqg8lz,-0.5418994249991381,16,0.125
P_1781988924540_1rlr6905i,0.23747024059305544,14,0.35714285714285715
P_1781988925854_4odas3ray,0.3923859765031542,14,0.42857142857142855
P_1781988928666_z008ziu68,-0.17898521439197634,16,0.25
P_1781988932146_ouitnvji4,-0.10433611192050185,12,0.25
P_1781988934147_jta8zo62n,0.7759142977839795,15,0.5333333333333333
P_1781988936647_jnne3etqe,0.6682705324382042,14,0.5
P_1781988940233_o70k9pe6f,-0.17388359531436737,16,0.25
P_1781988942347_1ubf3llah,-0.6548252140743945,13,0.07692307692307693
P_1781988951157_qiajqlb29,-1.0132216202461373,15,0.0
P_1781988954777_rl9p6srbp,-0.043712974160388884,14,0.2857142857142857
P_1781988957207_8fys6g9mi,-0.1415034574211762,15,0.26666666666666666
P_1781988961961_x7r0vskxn,0.45295623048660416,14,0.42857142857142855
P_1781988966426_y61mf9f6d,1.869155527544497,17,0.8823529411764706
P_1781988968576_4bkk4xsc0,0.4781838984996699,16,0.4375
P_1781988969970_qz2j44vvx,-0.9549560468476187,14,0.0
P_1781988977468_rio7wzn4v,0.3331836827475234,16,0.375
P_1781988979350_qmt4six66,-0.8269499679791285,13,0.0
P_1781988991522_73o835c64,0.9608609000331059,13,0.6153846153846154
P_1781988992726_xcrl3pcu1,0.5034244038788215,18,0.4444444444444444
P_1781988993646_ll2fwjfy1,0.31499611967379093,15,0.4
P_1781988994066_y06qg4pey,-0.6629659416598596,14,0.07142857142857142
P_1781989010690_5i070k3ng,1.4340579373461533,16,0.75
P_1781989011717_5b74wi946,-0.400320920504759,16,0.1875
P_1781989015523_twquxmj2c,-0.5468608833178011,16,0.125
P_1781989027026_4d3i1mwe1,-0.8767587720221007,13,0.0
P_1781989027279_aqjnvt6yl,-0.9489827090498167,15,0.0
P_1781989027316_91rkba9j8,0.009548216918841224,17,0.29411764705882354
P_1781989032249_24hycw8dz,0.8330402575913276,14,0.5714285714285714
P_1781989034901_5a3dvsw98,-0.0065186762691592515,15,0.3333333333333333
P_1781989040860_1l8ungttm,-0.3353155884370955,12,0.16666666666666666
P_1781989042469_4pf40jnte,0.3199632474438643,15,0.4
P_1781989044309_1elxe2szh,-0.023543823713015333,14,0.2857142857142857
P_1781989048561_2zxnih1ve,0.555559262125065,13,0.46153846153846156
P_1781989049985_c454ye3kh,0.44796459147580703,18,0.4444444444444444
P_1781989053312_k3wn2fmt3,-0.4583583220926414,13,0.15384615384615385
P_1781989056416_pvt6xwbgi,-0.5517685063307688,16,0.125
P_1781989059559_mibzlaoxl,-0.8307036425157716,11,0.0
P_1781989060660_9fp7qw26u,0.2897171311876207,15,0.4
P_1781989062997_v38ighiga,-0.23026344792019593,10,0.2
P_1781989065854_uyyr4a08k,-0.5469906015916969,16,0.125
P_1781989067502_15d0ugb61,1.723340441647153,13,0.8461538461538461
P_1781989069149_ft14xcdr1,1.1712180196539248,13,0.6923076923076923
P_1781989070401_9tjw15vvt,0.060898306186399964,10,0.3
P_1781989071542_59d52t4jy,0.31487399485381495,13,0.38461538461538464
P_1781989071916_k6m5vxz9p,-0.5569484084280835,16,0.125
P_1781989072403_oazgev3w8,-0.048685255501711655,14,0.2857142857142857
P_1781989081770_8z3kgvf12,0.04897013254689625,13,0.3076923076923077
P_1781989085554_4x1kig0zw,0.2948415393989962,15,0.4
P_1781989085945_ckjeb8shb,0.40753272757392833,14,0.42857142857142855
P_1781989096005_v6cfl02kh,-0.48892923597042215,15,0.13333333333333333
P_1781989099339_0d5598fqx,0.7759075992963979,11,0.5454545454545454
P_1781989100749_5rrfsx01l,-0.9451052725743608,14,0.0
P_1781989104029_epg7eims8,0.052139137863999485,16,0.3125
P_1781989105740_ye6rqmprr,0.3923625425228948,14,0.42857142857142855
P_1781989117702_hw6jb22i3,-0.04371227483261764,14,0.2857142857142857
P_1781989120184_t6cd2e8wc,1.0988505886474078,14,0.6428571428571429
P_1781989126246_eyrgvd7bs,0.7809522320895187,13,0.5384615384615384
P_1781989128220_mmaux35dk,2.246928294241308,15,1.0
P_1781989129906_65neswwnw,-1.0098262349608436,14,0.0
P_1781989132468_1vwx2b0lm,0.9087951868732496,14,0.5714285714285714
P_1781989134191_g7q5zijbl,0.1415418175384493,12,0.3333333333333333
P_1781989139628_cn6ibtl67,0.9760321879682596,17,0.5882352941176471
P_1781989140589_g052b90bs,-0.8818916718670265,13,0.0
P_1781989141628_jre2tgtx9,-0.09440392688062671,12,0.25
P_1781989141730_npmx1qcg3,0.36714493221549976,16,0.4375
P_1781989142093_30gppg550,0.6430490274846596,14,0.5
P_1781989144224_4axyg854c,-0.6247783970534472,9,0.0
P_1781989144289_023cfz1gi,0.16678563881031078,14,0.35714285714285715
P_1781989150607_zj4ainxwj,-0.6045147440073014,11,0.09090909090909091
P_1781989153473_b42p675eh,-0.795658319844733,15,0.06666666666666667
P_1781989155406_6fmzj6d0d,-0.6478932336734787,14,0.07142857142857142
P_1781989163610_5xxyvt9us,0.40246243035185664,12,0.4166666666666667
P_1781989164058_p1ndi6auu,0.04398843449831635,15,0.3333333333333333
P_1781989168166_klplbqsvd,-0.9836717582167481,15,0.0
P_1781989169218_fca59itbi,-0.9821591749675967,16,0.0
P_1781989169552_r64ph0nlr,-0.7508626189258721,15,0.06666666666666667
P_1781989169555_jupbq5yth,-0.20908642801595423,16,0.25
P_1781989171944_psl7la2gs,1.1139850530393047,14,0.6428571428571429
P_1781989173842_zt2zzlh7y,-0.25051106591202676,10,0.2
P_1781989176298_6hb2pos2m,0.2509882714995391,10,0.4
P_1781989180971_q7y1dtdjj,-0.06917117625745295,14,0.2857142857142857
P_1781989184161_5dvu11tv4,-0.9820684970181274,16,0.0
P_1781989184812_7g8za4kv9,-0.6047932758681426,17,0.11764705882352941
P_1781989186846_cite2srb1,0.6531360687975954,16,0.5
P_1781989187359_9pldtj9fg,-0.17691230584952844,13,0.23076923076923078
P_1781989197437_h5sktkrst,1.0281530935975867,14,0.6428571428571429
P_1781989197963_jr8zm9w33,0.46467710532411294,11,0.45454545454545453
P_1781989198681_1d9k0guja,-0.8952019288057448,14,0.0
P_1781989199060_63cuux0d4,-0.4508673393972904,14,0.14285714285714285
P_1781989205283_e1ac0b35e,-0.6052072827572984,17,0.11764705882352941
P_1781989206047_k2msvle6a,0.29807057183106594,16,0.375
P_1781989206853_i51hhhdu6,-0.7762104410722418,15,0.06666666666666667
P_1781989208312_rrrdo1lxo,1.036603547308255,13,0.6153846153846154
P_1781989209959_02zeknuwj,0.006546728260059309,14,0.2857142857142857
P_1781989221923_foz4fpywj,0.9760293962117925,13,0.6153846153846154
P_1781989222156_c055r5j2v,-0.8287305649181321,12,0.0
P_1781989223861_b0gydbwcw,0.5404426420410854,13,0.46153846153846156
P_1781989227328_v5no4e862,0.8481909047899923,16,0.5625
P_1781989230072_64nm9ok95,-1.0097399008597838,14,0.0
P_1781989231662_6ihmjvr9m,0.25765459329419366,16,0.375
P_1781989234215_0xl317xee,-0.949953074949334,14,0.0
P_1781989235587_t63q8e2qj,0.9507576707287138,15,0.6
P_1781989235933_phre6lscg,-0.5742728304584045,15,0.13333333333333333
P_1781989237407_nvybwjsla,-0.7210751550069746,15,0.06666666666666667
P_1781989240354_ts4ubf572,-0.13587068194484953,19,0.2631578947368421
P_1781989244602_qa5dzxjpx,0.03688908728934004,16,0.3125
P_1781989245453_spl5dczk9,-0.3223762770729073,15,0.2
P_1781989257724_0qskmqas4,0.1617627805421546,12,0.3333333333333333
P_1781989259599_svkf059gn,-0.07413593722517331,12,0.25
P_1781989260654_ud72teovm,0.7304774102237368,13,0.5384615384615384
P_1781989263734_hs0ys9h25,0.643020001854409,12,0.5
P_1781989267688_x49wy2o65,0.5454794665538969,17,0.47058823529411764
P_1781989282164_0s1b7z8vk,-0.6397297204868343,13,0.07692307692307693
P_1781989284233_09dbh8at0,0.4782525027026725,18,0.4444444444444444
P_1781989289742_jm6xohxub,0.14159307690880502,14,0.35714285714285715
P_1781989302428_dxonihu9c,-0.9167998753247196,13,0.0
P_1781989304982_rylt915kh,-0.7110377052950362,15,0.06666666666666667
P_1781989305023_aww3ocjb4,-0.8106609058632263,15,0.06666666666666667
P_1781989307537_smr98rtj3,0.23246182884733935,16,0.375
P_1781989307873_5brauf0rk,-0.39815029686088566,13,0.15384615384615385
P_1781989311448_2xzrerh3f,-0.08416578484856174,12,0.25
P_1781989312110_nsnnfues1,0.28457720737284503,13,0.38461538461538464
P_1781989312296_tppaaxijv,-0.3030263893385563,11,0.18181818181818182
P_1781989312821_syz5lstmp,-0.22918177775225435,16,0.25
P_1781989312822_xpweuo863,-0.08398598131341783,14,0.2857142857142857
P_1781989314923_wifmioiz1,-0.5817841651655301,12,0.08333333333333333
P_1781989315842_cbajjjjw1,-0.24742807344868323,13,0.23076923076923078
P_1781989322506_23lbac86g,0.4276945493936946,14,0.42857142857142855
P_1781989325933_ypb1316lf,0.9608675948198138,15,0.6
P_1781989330964_tsl9442xi,0.09929312675949681,13,0.3076923076923077
