uri,url,author_handle,text,created_at,like_count,repost_count,reply_count,quote_count
at://did:plc:uqrfc7gu5tptozetpvustimk/app.bsky.feed.post/3mu5s3h6ssc2k,https://bsky.app/profile/eliemar.bsky.social/post/3mu5s3h6ssc2k,eliemar.bsky.social,"America we must act like Hungary who kicked out their Fascist leader friend of rapist Trump & his corrupt bootliking Republicans

Vote💙 #usa

ALL Democrats for
Lower Costs
Affordable Housing
Higher Wages
Free Health-Child Care
Free Tuition
Science
Climate Change 
GUN CONTROL 
No to School Shootings",2026-08-28T16:33:23.125Z,0,0,0,0
at://did:plc:lqq35ba2t7o4rbk5hv74j2lh/app.bsky.feed.post/3mu5s36sfyc26,https://bsky.app/profile/ccf-observatory.bsky.social/post/3mu5s36sfyc26,ccf-observatory.bsky.social,"📍 In your community · St. Anthony
Atlantic sturgeon caught off the Northern Peninsula
Two fishermen captured a large Atlantic sturgeon, a biologically significant species according to Environment and Climate Change Canada.
#ClimateChange #cdnpoli",2026-08-28T16:33:14.186546+00:00,0,0,1,0
at://did:plc:lqq35ba2t7o4rbk5hv74j2lh/app.bsky.feed.post/3mu5s2l2ykl2o,https://bsky.app/profile/ccf-observatory.bsky.social/post/3mu5s2l2ykl2o,ccf-observatory.bsky.social,"📍 In your community · St. Anthony
Atlantic sturgeon caught off the Northern Peninsula
Two fishermen captured a large Atlantic sturgeon, a biologically significant species according to Environment and Climate Change Canada.
#ClimateChange #cdnpoli",2026-08-28T16:32:53.497124+00:00,0,0,1,0
at://did:plc:uqrfc7gu5tptozetpvustimk/app.bsky.feed.post/3mu5s2dj7kc2k,https://bsky.app/profile/eliemar.bsky.social/post/3mu5s2dj7kc2k,eliemar.bsky.social,"America we have a CORRUPT Trump/Republican regime whose economy is UNAFFORDABLE

Republicans/Trump have proven they serve OLIGARCHS

Democrats for WORKERS
Lower Costs
Affordable Housing
Higher Wages
Free Health-Child Care
Free Tuition
Science
Climate Change
GUN CONTROL
No to School Shootings #usa",2026-08-28T16:32:45.717Z,0,0,0,0
at://did:plc:uqrfc7gu5tptozetpvustimk/app.bsky.feed.post/3mu5rzpoa7k2k,https://bsky.app/profile/eliemar.bsky.social/post/3mu5rzpoa7k2k,eliemar.bsky.social,"America we must act like Hungary who kicked out their Fascist leader friend of rapist Trump & his corrupt bootliking Republicans

Vote💙 #usa

ALL Democrats for
Lower Costs
Affordable Housing
Higher Wages
Free Health-Child Care
Free Tuition
Science
Climate Change 
GUN CONTROL 
No to School Shootings",2026-08-28T16:32:24.911Z,0,0,0,0
at://did:plc:dhow23r7araohqic3xoykz3r/app.bsky.feed.post/3mu5rykzppc27,https://bsky.app/profile/leftistgamermemes.bsky.social/post/3mu5rykzppc27,leftistgamermemes.bsky.social,🌋🌀🔥🌊,2026-08-28T16:31:46.486Z,68,25,0,0
at://did:plc:cjxglxdan3ecs5wujcbbtx65/app.bsky.feed.post/3mu5rxpmr7c2t,https://bsky.app/profile/birds.dergn.bike/post/3mu5rxpmr7c2t,birds.dergn.bike,"Correct! They are not native to the west. Though their movement wasn't related to climate change... It was people! As folks moved into the great plains trees were planted and forests grew where there were none before. This ""bridged"" the plains and allowed the owls to expabd their range.",2026-08-28T16:31:17.754Z,0,0,0,0
at://did:plc:uqrfc7gu5tptozetpvustimk/app.bsky.feed.post/3mu5rrkdyg22k,https://bsky.app/profile/eliemar.bsky.social/post/3mu5rrkdyg22k,eliemar.bsky.social,"America we must act like Hungary who kicked out their Fascist leader friend of rapist Trump & his corrupt bootliking Republicans

Vote💙 #usa

ALL Democrats for
Lower Costs
Affordable Housing
Higher Wages
Free Health-Child Care
Free Tuition
Science
Climate Change 
GUN CONTROL 
No to School Shootings",2026-08-28T16:27:50.893Z,0,0,0,0
at://did:plc:gvfubqngd6l52wpreztedpmt/app.bsky.feed.post/3mu5rqla5a22u,https://bsky.app/profile/davejorgenson.bsky.social/post/3mu5rqla5a22u,davejorgenson.bsky.social,"I wrote about gun control legislation for Friday's newsletter. 

Subscribe here to read it twice a week (for free!): www.lni.media",2026-08-28T16:27:18.260Z,16,2,1,0
at://did:plc:6hdxydx5glmxqkkcely3uwin/app.bsky.feed.post/3mu5qhmfcfk2f,https://bsky.app/profile/josiegirl52.bsky.social/post/3mu5qhmfcfk2f,josiegirl52.bsky.social,Minnesotans please remember Lisa Demuth has been the speaker. She did nothing on fraud or gun control. She’s just another T rump republican in my opinion. We need to vote for Amy K. Who has always worked hard for MN,2026-08-28T16:04:23.750Z,0,0,0,0
at://did:plc:jwp3cf3ogesmjfzhepdlcumt/app.bsky.feed.post/3mu5pudf6us2r,https://bsky.app/profile/antiqueguy.bsky.social/post/3mu5pudf6us2r,antiqueguy.bsky.social,"So Leftist Ilhan Omar wants guns banned, the same day her son's apartment is found to have the same weapons that Omar is seeking banned inside of it.  Dems want their guns, they do not want conservatives to own their own guns. www.instagram.com/reels/DcjqNH...",2026-08-28T15:53:36.776Z,0,0,0,0
at://did:plc:3szwv4jlrh2mf32nxfo2djnf/app.bsky.feed.post/3mu5ph7tnos2y,https://bsky.app/profile/indoeurocreolenero.bsky.social/post/3mu5ph7tnos2y,indoeurocreolenero.bsky.social,"🇵🇸End Genocide In Gaza/Palestine
🇮🇱End Israel's apartheid occupation
🔫Gun Control
⚖️Preserve Checks and Balances
🤖Regulate Artificial Intelligence (AI)
🖥️Regulate Data Centers
🏦Tax Wealth (To Pay For Social Security)

Vote Patrick Roath! #MA08 #Vote",2026-08-28T15:46:16.847Z,0,0,0,0
at://did:plc:2wgayvrieulxusguaz2ba3xr/app.bsky.feed.post/3mu5mskxnyk2m,https://bsky.app/profile/sc0matth.bsky.social/post/3mu5mskxnyk2m,sc0matth.bsky.social,"It’s not real life. It’s real life but you can go on a mass shooting and get away with it. Which is only real life in America, while the rest of the Western world practices responsible gun control.",2026-08-28T14:58:56.387Z,1,0,0,0
at://did:plc:fkk62nhf7ydvf6wipkwihiq5/app.bsky.feed.post/3mu5mkvfxpc2f,https://bsky.app/profile/pianomover.bsky.social/post/3mu5mkvfxpc2f,pianomover.bsky.social,We need to treat these incursions into public lands the same way the NRA treats any suggestion of gun control. Give absolutely no quarter.,2026-08-28T14:54:38.903Z,19,1,0,0
at://did:plc:jo4wb27jnf5e4fh252daxzgx/app.bsky.feed.post/3mu5mddydy227,https://bsky.app/profile/realx22report.bsky.social/post/3mu5mddydy227,realx22report.bsky.social,"The cabal’s gun-control strategy depends on fear.

Show every tragedy.

Hide every defensive use.

Convince Americans that surrendering their rights will make them safer.

Fear shuts down logical thinking

Present both sides—and the deep state’s narrative begins to collapse.",2026-08-28T14:50:25.753Z,0,0,0,0
at://did:plc:o4qtoercma6apwmrievnilxx/app.bsky.feed.post/3mu5kw3voeg27,https://bsky.app/profile/wouldyouratherquiz.bsky.social/post/3mu5kw3voeg27,wouldyouratherquiz.bsky.social,"Would you rather have stricter gun control laws nationwide or protect and expand Second Amendment rights as they currently stand?


See how others voted here: wouldyouratherquiz.com/us-p...",2026-08-28T14:25:07.269Z,0,0,1,0
at://did:plc:dkqyfczjnig7me5b7ez54jdw/app.bsky.feed.post/3mu5kesjer722,https://bsky.app/profile/goodsuniteus.bsky.social/post/3mu5kesjer722,goodsuniteus.bsky.social,See where Janelle Bynum stands on Gun Control. https://www.goodsuniteus.com/politician/-ONWYIJDhUOB44Kc_qkI,2026-08-28T14:15:27.039507+00:00,0,0,0,0
at://did:plc:h6idv5re7k6kvtqy3mkjlaty/app.bsky.feed.post/3mu5hfm2sqc2n,https://bsky.app/profile/saram853.bsky.social/post/3mu5hfm2sqc2n,saram853.bsky.social,"This from Aug 22, 2019  ..not only have we NOT made any headway, we've regressed 

Gun Control Solved in 3 Minutes - Steve Hofstetter

Steve Hofstetter addresses some common arguments against Gun Control in an excerpt from his comedy special, “Secret Optimist""

youtu.be/7q0CCrqnz6Y?...",2026-08-28T13:22:12.621Z,0,0,0,0
at://did:plc:yboo7rw3oun3lzwdfn6cugga/app.bsky.feed.post/3mu5hahwmgc2w,https://bsky.app/profile/epeemike81.bsky.social/post/3mu5hahwmgc2w,epeemike81.bsky.social,"I'll admit my source on this is a Jim Jefferies standup special, so quite possible I'm misinformed, but my understanding is that Australia implemented somewhat strict gun laws in the wake of Port Arthur... Massachusetts has the strictest gun control laws in the US.",2026-08-28T13:19:20.517Z,0,0,1,0
at://did:plc:uqrfc7gu5tptozetpvustimk/app.bsky.feed.post/3mu5h3nmvlk2n,https://bsky.app/profile/eliemar.bsky.social/post/3mu5h3nmvlk2n,eliemar.bsky.social,"ALL Democrats work for Americans #usa
 
Republicans call it Communism

Republicans support
Trump/his UNAFFORDABLE economy & OLIGARCHS who fund their campaigns

Democrats 💙
Higher Wages
FREE Health/Child care Lower Costs
Affordable Housing
Education
Climate Change
GUN CONTROL
NO to School Shootings",2026-08-28T13:16:38.719Z,0,0,0,0
at://did:plc:uqrfc7gu5tptozetpvustimk/app.bsky.feed.post/3mu5gvqlems2n,https://bsky.app/profile/eliemar.bsky.social/post/3mu5gvqlems2n,eliemar.bsky.social,"Forget McConnell
#usa focus

Trump/Republicans STEALING the Midterms

Michelle Obama at DNC: ""Don't complain""
""Do something""

Trump economy UNAFFORDABLE

All Democrats for:
Higher Wages
FREE Health/Child care Lower Costs
Affordable Housing
Education
Climate Change
GUN CONTROL
NO to School Shootings",2026-08-28T13:13:20.488Z,1,0,0,0
at://did:plc:uqrfc7gu5tptozetpvustimk/app.bsky.feed.post/3mu5gtyj5lk2n,https://bsky.app/profile/eliemar.bsky.social/post/3mu5gtyj5lk2n,eliemar.bsky.social,"Trump/Republican servants are cruel

America is still a beacon of light through its people

Lets get rid of the garbage #usa UNSEAT Republicans

Vote💙
Democrats for:
Higher Wages
FREE Health/Child care Lower Costs
Affordable Housing
Education
Science
Climate Change
GUN CONTROL
NO to School Shootings",2026-08-28T13:12:21.694Z,2,1,1,0
at://did:plc:uqrfc7gu5tptozetpvustimk/app.bsky.feed.post/3mu5fcjh5wc27,https://bsky.app/profile/eliemar.bsky.social/post/3mu5fcjh5wc27,eliemar.bsky.social,"Trump/Republican servants are cruel

America is still a beacon of light through its people

Lets get rid of the garbage #usa UNSEAT Republicans

Vote💙
Democrats for:
Higher Wages
FREE Health/Child care Lower Costs
Affordable Housing
Education
Science
Climate Change
GUN CONTROL
NO to School Shootings",2026-08-28T12:44:41.733Z,0,0,0,0
at://did:plc:uqrfc7gu5tptozetpvustimk/app.bsky.feed.post/3mu5eevzpps27,https://bsky.app/profile/eliemar.bsky.social/post/3mu5eevzpps27,eliemar.bsky.social,"Stop Trump/Republicans corruption

Unseat Republicans
They LIE to America

Republicans & #trump work for OLIGARCHS who got $1 TRILLION tax cuts

Trump Economy UNAFFORDABLE
Highest Fod/Gas costs

Vote💙 #usa

Democrats for
Free Health/Child care
Higher Wages
Lower costs
Affordable Housing
GUN CONTROL",2026-08-28T12:28:08.286Z,0,0,0,0
at://did:plc:uqrfc7gu5tptozetpvustimk/app.bsky.feed.post/3mu5dz353gs27,https://bsky.app/profile/eliemar.bsky.social/post/3mu5dz353gs27,eliemar.bsky.social,"ALL Democrats work for Americans #usa
 
Republicans call it Communism

Republicans support
Trump/his UNAFFORDABLE economy & OLIGARCHS who fund their campaigns

Democrats 💙
Higher Wages
FREE Health/Child care Lower Costs
Affordable Housing
Education
Climate Change
GUN CONTROL
NO to School Shootings",2026-08-28T12:21:30.988Z,0,0,1,0
at://did:plc:wrspm3jfnjkelm5p5zklz2hi/app.bsky.feed.post/3mu5ahrcex223,https://bsky.app/profile/johnfburke.bsky.social/post/3mu5ahrcex223,johnfburke.bsky.social," Gun-control activists are strangely quiet about this viral video of Chicago kids brandishing firearms in broad daylight
by Joel Abbott",2026-08-28T11:18:09.029Z,0,0,0,0
at://did:plc:qtqguwwyfiaidcfxuncanbky/app.bsky.feed.post/3mu4w66yss223,https://bsky.app/profile/openpodbaydoor.bsky.social/post/3mu4w66yss223,openpodbaydoor.bsky.social,"Darline Graham shown up to be a total fucking idiots. Her healthcare plan work until you die, continue to work even when ill. 

She says her democratic opponents three evil policies are Gun Control, Universal Healthcare and Women having access to reproductive healthcare

youtube.com/watch?v=UncY...",2026-08-28T08:13:50.433Z,0,1,1,0
at://did:plc:mhqnbglrgmwiuz3kgexbi7uf/app.bsky.feed.post/3mu4rdmnkml2g,https://bsky.app/profile/toppnews.bsky.social/post/3mu4rdmnkml2g,toppnews.bsky.social,"
#attack   #conspiracy theories   #control   #gun control   #Netflix   #plane   #power   #self-image   #target   #turning point
🌐 www.newsmart.ch",2026-08-28T06:47:23.708901+00:00,0,0,0,0
at://did:plc:uqrfc7gu5tptozetpvustimk/app.bsky.feed.post/3mu4id3ofv22p,https://bsky.app/profile/eliemar.bsky.social/post/3mu4id3ofv22p,eliemar.bsky.social,"Trump problem #usa

Trump kills in his War
Trump no foreign trade skill
Trump ICE murders
Trump $4T National Debt
Trump Inflation/High costs
Trump CORRUPTION
Trump UNAFFORDABLE life
Trump-Epstein kids raping 

Democrats💙
Higher Wages
Lower Costs
Free Health-Child Care
Affordable Housing
Gun Control",2026-08-28T04:06:02.333Z,0,0,0,0
at://did:plc:zs6lgajyk2l5uymulxktna2q/app.bsky.feed.post/3mu5smxsl2s2p,https://bsky.app/profile/truthntransparency.bsky.social/post/3mu5smxsl2s2p,truthntransparency.bsky.social,"Americans deserve EXACTLY what they are getting.
90Million Americans NEVER VOTE in the Presidential Term;
150Million NEVER vote in the Midterms, (when most of Congress & Governors are elected);
75Million put Guns, Anti-Abortion Racism Homophobia Misogyny& Ignornance ahead of their kid's healthcare.",2026-08-28T16:43:10.976Z,0,0,0,0
at://did:plc:3fccz4macdyzaegjlkfic3in/app.bsky.feed.post/3mu5slpvmr22i,https://bsky.app/profile/billiejsweeney.bsky.social/post/3mu5slpvmr22i,billiejsweeney.bsky.social,"In MO, the right wing is bundling a measure to codify transphobic bigotry with its effort to undo the voters' will on abortion. 

Voters adopted protections to reproductive rights two years ago. Now, extremists believe that injecting anti-trans bias will lift an anti-women measure in Nov.",2026-08-28T16:42:29.133Z,2,1,0,0
at://did:plc:hdaxjtcrsgzt263vdknvicoo/app.bsky.feed.post/3mu5sllpmoc2c,https://bsky.app/profile/lnguyen255.bsky.social/post/3mu5sllpmoc2c,lnguyen255.bsky.social,"breaking news, urgent now and beyond future! save our education, action now! save our healthcare of abortion, retirement age healthcare, healthcare! save our supreme court blue wave Party! @ DC Statehood, overturned citizen united - healthcare act, other etc. secure.actblue.com/donate/DA-di...",2026-08-28T16:42:24.741Z,1,1,0,0
at://did:plc:7hvjmj4kdegje7qw2mnfefyr/app.bsky.feed.post/3mu5slebisz2g,https://bsky.app/profile/meowerrr.bsky.social/post/3mu5slebisz2g,meowerrr.bsky.social,Just spent an hour arguing on TikTok about abortion rights. I won.,2026-08-28T16:42:11.51972700Z,0,0,0,0
at://did:plc:trtrc2bhcrguk4yqkpnnrl6s/app.bsky.feed.post/3mu5sght5gk2l,https://bsky.app/profile/dustcircle.bsky.social/post/3mu5sght5gk2l,dustcircle.bsky.social,"#NewJersey didn’t ban #prayer outside #abortionclinics, but #Christians are #lying about it anyway

#Rightwing groups are turning a straightforward #patient- protection law into another manufactured #religiouspersecution campaign

www.friendlyatheist.com/p/new-jersey...",2026-08-28T16:39:32.891Z,0,0,0,0
at://did:plc:ue7qa7ripatmbv6qd2v43i5v/app.bsky.feed.post/3mu5sfzqw7c2q,https://bsky.app/profile/advocatemayday.bsky.social/post/3mu5sfzqw7c2q,advocatemayday.bsky.social,"Abortion👏 Is👏 Healthcare👏👏
#CodifyRoe #ReproductiveJustice",2026-08-28T16:39:18.138Z,0,0,0,0
at://did:plc:hdaxjtcrsgzt263vdknvicoo/app.bsky.feed.post/3mu5s6dt47s2c,https://bsky.app/profile/lnguyen255.bsky.social/post/3mu5s6dt47s2c,lnguyen255.bsky.social,"breaking news, urgent now and beyond future! save our education, action now! save our healthcare of abortion, retirement age healthcare, healthcare! save our supreme court blue wave Party! @ Judiciary act, overturned citizen united - healthcare act, other etc. secure.actblue.com/donate/svfem...",2026-08-28T16:35:00.259Z,1,1,0,0
at://did:plc:dnpgdzw3hqcwqnoxgjy4mgxr/app.bsky.feed.post/3mu5s5qp3b22e,https://bsky.app/profile/oku.mow.haus/post/3mu5s5qp3b22e,oku.mow.haus,"The fight for Bodily Autonomy is the same whether you’re some gold star transsexual transmedicalist, a person seeking an Abortion, a species-dysphoric non-binary therian, a low-key semi-closeted cis gay white man, a couple using contraceptives, swingers in an orgy club, a Polycule, etc etc etc",2026-08-28T16:34:40.204Z,10,0,1,0
at://did:plc:6h32tbiuz6ptigvkkrx2jkrz/app.bsky.feed.post/3mu5s5nhoo22q,https://bsky.app/profile/neeva1.bsky.social/post/3mu5s5nhoo22q,neeva1.bsky.social,"GOP119thCongress, hiw many of YOU live near a data center? GOPSCOTUS, magaGOP, noncritical thinkers, nonDEMS, McConnell, 35% nonvoters, EM,thieves,traitors, misogynoire, greedy2%, anti LGBTQIA+/abortion/POC/women/woke, EpsteinClass, rapists, pedos,traffickers, 2016/20/22/24 GOPvoters OWN this!🇺🇸👀😢",2026-08-28T16:34:36.816Z,0,0,0,0
at://did:plc:6h32tbiuz6ptigvkkrx2jkrz/app.bsky.feed.post/3mu5rwzjeic2q,https://bsky.app/profile/neeva1.bsky.social/post/3mu5rwzjeic2q,neeva1.bsky.social,"GOP119thCongress, anything?GOPSCOTUS, magaGOP, noncritical thinkers, nonDEMS, Rogan, McConnell, 35% nonvoters, EM,thieves,traitors, misogynoire, greedy2%, anti LGBTQIA+/abortion/POC/women/woke, EpsteinClass, rapists, pedos,traffickers, 2016/20/22/24 GOPvoters OWN this!🇺🇸👀😢",2026-08-28T16:30:54.571Z,0,0,0,0
at://did:plc:5t37h44eimeaaqdcwankeeie/app.bsky.feed.post/3mu5rtny7im2b,https://bsky.app/profile/ansirh.bsky.social/post/3mu5rtny7im2b,ansirh.bsky.social,"Telehealth abortion care is just as safe and effective as in-person care – and it’s changed the abortion care landscape. 

Now, 1 in 4 abortions are provided via telehealth.",2026-08-28T16:29:01.616Z,1,0,0,0
at://did:plc:ndvt3rs4ryap2ambjo3zzfx7/app.bsky.feed.post/3mu5rsnoi722o,https://bsky.app/profile/ilpublicmedia.bsky.social/post/3mu5rsnoi722o,ilpublicmedia.bsky.social,Watch the full interview: www.youtube.com/watch?v=AU4T...,2026-08-28T16:28:27.940Z,0,0,0,0
at://did:plc:6rnlodwlgeyx55yu3lhcrbwq/app.bsky.feed.post/3mu5rnf7lfs2l,https://bsky.app/profile/koothkeeper.bsky.social/post/3mu5rnf7lfs2l,koothkeeper.bsky.social,"New Jersey didn’t ban prayer outside abortion clinics, but Christians are lying about it anyway
open.substack.com/pub/friendly...",2026-08-28T16:25:31.291Z,0,0,0,0
at://did:plc:epp2najemrxyduwxz2ihvj3i/app.bsky.feed.post/3mu5rmrm2e224,https://bsky.app/profile/lordmimey.bsky.social/post/3mu5rmrm2e224,lordmimey.bsky.social,"It's just like what happened with abortion.

Anti-abortionists literally blew up abortion clinics in the name of being 'pro-life', and yet it was the pro-abortion side that was constantly chided and demeaned for 'rhetoric'.",2026-08-28T16:25:10.729Z,2,0,0,0
at://did:plc:hdaxjtcrsgzt263vdknvicoo/app.bsky.feed.post/3mu5rm5nql22c,https://bsky.app/profile/lnguyen255.bsky.social/post/3mu5rm5nql22c,lnguyen255.bsky.social,"breaking news, urgent now and beyond future! save our healthcare of abortion, retirement age healthcare, healthcare! save our john lewis act, voting right act! save our supreme court blue wave Party! @ DC Statehood, overturned citizen united - education relief act us.list-manage.com/4hlpiBbyG94?...",2026-08-28T16:24:49.801Z,1,1,0,0
at://did:plc:vhd2g42qf57nutbwa56izefn/app.bsky.feed.post/3mu5rl33fas2j,https://bsky.app/profile/philt60.bsky.social/post/3mu5rl33fas2j,philt60.bsky.social,www.friendlyatheist.com/p/new-jersey...,2026-08-28T16:24:13.557Z,0,0,0,0
at://did:plc:qf326qqj6z6axummja52dzpq/app.bsky.feed.post/3mu5rfna2v22z,https://bsky.app/profile/charlierichmond.bsky.social/post/3mu5rfna2v22z,charlierichmond.bsky.social,"New Jersey didn’t ban prayer outside abortion clinics, but Christians are lying about it anyway
open.substack.com/pub/friendly...",2026-08-28T16:21:11.260Z,0,0,0,0
