topic,n_posts,keep_rate,ci_low,ci_high,p_value,q_value,significant_bh
55,29,0.7168308702791462,0.6347803904170364,0.7994396551724138,0.7126593897968447,0.7706665494314716,False
56,25,0.6866666666666668,0.554983695652174,0.8095357142857141,0.7461617843602417,0.7976212177643963,False
57,28,0.7829931972789116,0.701250540143462,0.8604567044208988,0.02995825815551931,0.0663361430586499,False
58,30,0.8361111111111111,0.754624183006536,0.9116038269927534,0.00017287149224465346,0.0008038524389376386,True
59,27,0.637742504409171,0.5410408163265306,0.7336876006441224,0.05980243669079982,0.11123253224488767,False
60,29,0.7391625615763547,0.6607050492610838,0.8184210526315789,0.21203840881381186,0.3286595336614084,False
61,28,0.7494047619047619,0.6602499999999999,0.8314814814814815,0.22771256494456746,0.33892496377150055,False
62,20,0.6575,0.5219264507422403,0.7916666666666666,0.22822702594093708,0.33892496377150055,False
63,23,0.6545548654244306,0.5467951127819549,0.7591109253065774,0.6085417380523135,0.690175385839819,False
64,21,0.6801587301587302,0.5619047619047619,0.7857172619047619,0.31981034596402524,0.4189065095021739,False
65,20,0.8700000000000001,0.8044374999999999,0.9300039682539681,0.0005919968199625228,0.0022678462268234,True
66,24,0.8586309523809524,0.7891634664618535,0.9231103552532124,0.00020464747185938,0.0008651006764964699,True
67,19,0.7473684210526317,0.6281818181818182,0.8545454545454544,0.2511833397491626,0.3539401605556382,False
68,17,0.7176470588235294,0.5880898268398268,0.8261904761904761,1.0,1.0,False
69,16,0.63125,0.5052031250000001,0.757050438596491,0.27172533354449624,0.3771709853677336,False
70,17,0.5872549019607843,0.4475879917184265,0.7145054347826085,0.09155416789949625,0.1606516531066632,False
71,16,0.6645833333333333,0.525625,0.8061720272904481,0.5009221070490139,0.5751327895747936,False
72,15,0.7666666666666667,0.6130456349206349,0.9166666666666666,0.23688303919513481,0.33892496377150055,False
73,20,0.5803571428571428,0.45294117647058824,0.7051965140123035,0.03845298104940564,0.07834214689348372,False
74,21,0.7484126984126984,0.6517383040935673,0.8407499999999999,0.23465897569906602,0.33892496377150055,False
75,18,0.5388888888888889,0.37380252100840333,0.6987499999999998,0.0036424275947970377,0.010927282784391115,True
76,22,0.5227272727272727,0.374219696969697,0.663495670995671,6.795023040944291e-05,0.0003510761904487884,True
77,18,0.7555555555555555,0.6466607142857143,0.8596683114035085,0.3807897749005096,0.4785601225100999,False
78,21,0.6865079365079365,0.561098484848485,0.8036326086956522,0.914513120503551,0.9472892700815598,False
79,17,0.5813725490196078,0.4490624999999999,0.7088888888888889,0.044745746241907906,0.08492560001015174,False
80,20,0.8308333333333333,0.75,0.904765406162465,0.003595185225661289,0.010927282784391115,True
81,20,0.4716666666666667,0.34560215643274855,0.5913134057971015,2.5297752039098643e-05,0.00013839358468448082,True
82,18,0.7194444444444444,0.5947829861111111,0.8366666666666667,0.6409121877856301,0.7095813507626619,False
83,17,0.5833333333333333,0.4351805555555556,0.715225845410628,0.02829559087275567,0.06418268173576286,False
84,12,0.9138888888888889,0.8309478021978022,0.9814980158730157,0.00018327851343570388,0.000811661988072403,True
85,11,0.8560606060606062,0.7648090277777777,0.95,0.01743051065548365,0.043811824079999444,True
86,15,0.6633333333333334,0.5291666666666667,0.7867222222222219,0.6174688305765073,0.691862665585725,False
87,14,0.619047619047619,0.5133205128205128,0.7179629629629629,0.3497859276666653,0.4518068232361093,False
88,14,0.8273809523809523,0.7082986111111111,0.9319791666666665,0.012631674933096864,0.03263182691050023,True
89,15,0.5522222222222221,0.3878631907308378,0.6988906250000001,0.03703298722889462,0.07834214689348372,False
90,12,0.6541666666666666,0.5454292929292929,0.7583333333333333,0.48460541697514803,0.5704848579580857,False
91,13,0.758974358974359,0.645429292929293,0.8615384615384615,0.49134416486981436,0.5711875916611592,False
