topic,n_posts,keep_rate,ci_low,ci_high,p_value,q_value,significant_bh
21,41,0.844308943089431,0.7693657789447361,0.9093176247771835,2.251437517889177e-06,2.947336387054922e-05,True
22,22,0.8185064935064936,0.7518268999519,0.8865565476190476,0.0041938338258717565,0.015484924895526487,True
23,59,0.8254237288135594,0.7687842835130971,0.8733906127258443,1.8912504999304874e-06,2.7234007198999017e-05,True
24,63,0.7693121693121693,0.7070274264219577,0.8306379901960784,0.007166604223541992,0.02462844227158556,True
25,57,0.6108187134502924,0.5277666666666667,0.6929523697426239,0.0014245695251349716,0.00661735521353019,True
26,92,0.30926501035196685,0.2629347366974718,0.3571871583999453,1.7148681404627033e-54,2.469410122266293e-52,True
27,90,0.7703306878306877,0.7286204771763778,0.8116367665487247,0.0004877797742940305,0.0027015495191669383,True
28,18,0.712037037037037,0.6077985739750447,0.8066960784313724,0.7194425140905827,0.8633310169086992,False
29,4,0.6041666666666666,0.0,1.0,0.7850184684153015,0.9043412756144273,False
30,17,0.7627450980392156,0.6309478021978021,0.8904920634920634,0.27884606918851146,0.4344678907828777,False
31,13,0.6897435897435896,0.5692261904761905,0.813340909090909,1.0,1.0,False
32,65,0.7841025641025642,0.7216109419138418,0.8441553884711779,0.0004369248578145196,0.002516687181011633,True
33,9,0.8351851851851851,0.7222222222222222,0.9500595238095234,0.0522734222352654,0.12758258986234267,False
34,39,0.8393162393162393,0.7743468468468468,0.897463768115942,0.00010363680360912863,0.000829094428873029,True
35,67,0.7776474769012082,0.7258086956521739,0.8282592787114845,0.0025428770610977655,0.010171508244391062,True
36,16,0.8583333333333333,0.7320075757575757,0.9666666666666667,0.0012050384040067329,0.005784184339232318,True
37,27,0.6617283950617284,0.5635532407407408,0.759079365079365,0.4317755143887263,0.6034628906862477,False
38,32,0.7984374999999999,0.7226004464285715,0.8744444444444444,0.02543676048568496,0.07182144137134576,False
39,36,0.5436507936507937,0.4390625,0.6463210678210678,9.233233373641566e-06,0.00010227581583110659,True
40,33,0.741919191919192,0.6433263888888889,0.8275909961685823,0.24949211617388772,0.39918738587822034,False
41,58,0.4660919540229885,0.39799496855345906,0.5380963827838827,4.32424777165727e-14,1.2453833582372938e-12,True
42,21,0.8515873015873018,0.772609126984127,0.9233333333333333,0.0006233207382370883,0.003205649510933597,True
43,11,0.5787878787878787,0.3591111111111111,0.7952738095238094,0.13866090209108822,0.2735228753577631,False
44,18,0.7268518518518517,0.580952380952381,0.8615570175438596,0.40944363434332176,0.5837612212419637,False
45,46,0.6718944099378882,0.6043034447821681,0.7326131377551021,0.6705673212940708,0.8396669066638799,False
46,28,0.7828231292517006,0.6971520146520145,0.866687370600414,0.01578880306834574,0.04736640920503722,True
47,32,0.6375,0.5180864055299539,0.7469019578612601,0.1588482643365213,0.2970630376775057,False
48,30,0.7013492063492065,0.6275027769728582,0.7678230706075534,1.0,1.0,False
49,38,0.6521303258145363,0.5626096093828652,0.739258658008658,0.4214536950557066,0.5949934518433505,False
50,26,0.7512820512820514,0.6542669552669552,0.844873188405797,0.24481517203237485,0.3961054468838424,False
51,22,0.6575757575757576,0.5191208333333334,0.7800039682539681,0.5349480594981896,0.7132640793309194,False
52,34,0.8166666666666667,0.7520762950450451,0.8771613060428848,0.0017046297941398624,0.007670834073629381,True
53,22,0.787878787878788,0.7075738636363635,0.861904761904762,0.031122578666276816,0.08299354311007151,False
54,19,0.7679197994987469,0.686732993197279,0.8488392857142856,0.19807211223658294,0.3436431826755174,False
55,32,0.8761904761904762,0.8078900375939849,0.9409242724867725,2.913704978691975e-05,0.0002622334480822778,True
56,44,0.6522727272727273,0.5797198198198198,0.7184972643097642,0.08731475461576313,0.18490183330396898,False
57,32,0.7538690476190476,0.660346887065637,0.8413407066052226,0.2593468991052333,0.4103950930895999,False
58,36,0.7767195767195766,0.7015415057915056,0.8448914565826331,0.01941443845740074,0.05646449982347737,False
59,20,0.8700000000000001,0.8044374999999999,0.9300039682539681,0.0005919968199625228,0.003157316373133455,True
60,35,0.7637414965986394,0.6916535714285714,0.8321283445861465,0.07354565330722576,0.16547771994125798,False
61,19,0.8149122807017544,0.7121891025641025,0.9025016025641026,0.027779856529028178,0.07692883346500111,False
62,27,0.7160493827160496,0.6237976190476192,0.800852822580645,0.7026407578199942,0.858767791279508,False
63,7,0.4833333333333334,0.3,0.6626339285714288,0.008078281743570073,0.02705285049009513,True
64,7,0.8285714285714285,0.7333333333333333,0.9267619047619048,0.08281263717650185,0.1806250188004373,False
65,36,0.6824074074074074,0.6078393665158371,0.75,0.8068294047715061,0.9220907483102927,False
66,30,0.7407936507936508,0.6552017195767196,0.8264455128205127,0.31897242829150974,0.4784586424372646,False
67,17,0.7144257703081233,0.5973548454469507,0.8269887955182074,0.6127169955883575,0.7808074988028626,False
68,15,0.7066666666666669,0.5777777777777778,0.8166666666666668,0.9025409917977567,0.9586866635646994,False
69,15,0.5998412698412697,0.47404761904761905,0.7208779761904759,0.23536432693607043,0.3895685411355649,False
70,31,0.7303379416282642,0.6599965986394558,0.7958371598639455,0.44002502445872227,0.6034628906862477,False
71,35,0.6354421768707483,0.5430488945578232,0.7266679894179894,0.10441376666082228,0.21479403427369154,False
72,18,0.5685185185185184,0.4464598997493734,0.6766746031746033,0.03291655404058651,0.08561442240300081,False
73,15,0.7322222222222223,0.5627042483660131,0.8694444444444444,0.35837084657788076,0.521266685931463,False
74,16,0.5614583333333334,0.4025555555555556,0.6979687499999998,0.04307041721646816,0.10880947507318273,False
75,34,0.5778011204481793,0.4883682208994709,0.6654400691900692,0.007183295662545789,0.02462844227158556,True
76,1,0.8,0.8,0.8000000000000002,1.0,1.0,False
77,15,0.7933333333333332,0.65,0.9222348484848485,0.15717655784525453,0.2970630376775057,False
78,20,0.8525,0.7485914855072465,0.9403517206477733,0.00038843433788643324,0.0023306060273185995,True
79,17,0.5824929971988796,0.4439796606901871,0.703937165775401,0.013062648716153334,0.04002173223672511,True
80,15,0.6222222222222221,0.5475859788359788,0.7028009259259258,0.16297208317029827,0.2970630376775057,False
81,12,0.5642857142857142,0.42857142857142855,0.6884880952380951,0.06519479835618325,0.1514201768272643,False
82,13,0.8846153846153846,0.7444047619047619,1.0,0.0002278527483725975,0.0014265563376371323,True
83,15,0.6977777777777778,0.5555555555555556,0.8233371212121213,0.7812970350233136,0.9043412756144273,False
84,14,0.75,0.5833333333333334,0.906278935185185,0.4387019004954962,0.6034628906862477,False
85,16,0.5906250000000001,0.4444362745098039,0.725,0.11206444628567291,0.22728563753713943,False
86,6,0.6944444444444445,0.5,0.8800000000000001,1.0,1.0,False
87,3,0.6944444444444443,0.3333333333333333,1.0,0.7658763887415699,0.9039852457277547,False
88,20,0.6224999999999999,0.47946969696969693,0.7692460317460317,0.09155416789949625,0.19106956779025303,False
89,23,0.5695652173913043,0.4197494553376906,0.7196078431372549,0.002248616022194628,0.009251448777029325,True
90,20,0.6591666666666667,0.521330303030303,0.7916666666666666,0.2805938461306085,0.4344678907828777,False
91,14,0.47500000000000003,0.30995833333333334,0.6359090909090908,0.0011678516322406814,0.005784184339232318,True
92,21,0.7482993197278912,0.664661098310292,0.8263157894736842,0.20523464276041542,0.3518308161607121,False
93,14,0.7071428571428571,0.5770729166666667,0.8230882352941176,0.8982521970075728,0.9586866635646994,False
94,11,0.8545454545454546,0.7349583333333333,0.9583333333333334,0.008842298248279732,0.028938430630733668,True
95,10,0.7316666666666667,0.5599583333333333,0.887534722222222,0.868717424401683,0.9586866635646994,False
96,20,0.6775,0.56109649122807,0.7859090909090908,0.8257315475410631,0.9289479909836961,False
97,1,0.2,0.2,0.20000000000000004,0.033294497601166984,0.08561442240300081,False
98,18,0.8694444444444445,0.7749632352941177,0.95,0.0001577909723734033,0.0010819952391319084,True
99,9,0.5666666666666667,0.3110714285714285,0.7999999999999999,0.012678519823947939,0.0396892794488805,True
100,3,0.7555555555555555,0.6,1.0,1.0,1.0,False
101,6,0.8333333333333334,0.64875,1.0,0.34487479938422966,0.510130155948322,False
102,13,0.8692307692307695,0.7512777777777777,0.9614749053030301,0.0038251075261852103,0.01449514430975448,True
103,9,0.712962962962963,0.5407407407407407,0.8642857142857142,0.862696110713485,0.9586866635646994,False
104,2,0.8,0.6,1.0,0.733435819048685,0.872849239198435,False
105,6,0.9027777777777777,0.75,1.0,0.010184507275719892,0.03259042328230365,True
106,10,0.6283333333333333,0.4714021164021164,0.7857380952380951,0.3471719116870525,0.510130155948322,False
107,2,0.9,0.8,1.0,0.44873590943213004,0.6096034996059124,False
108,9,0.8685185185185185,0.7555555555555555,0.9722222222222222,0.030472909084562797,0.08279431902220835,False
109,17,0.7705882352941177,0.6384615384615385,0.8800039682539682,0.05512552847504394,0.13218649172249558,False
110,9,0.711111111111111,0.4799642857142857,0.8875,0.6035171332511386,0.7759505998943211,False
111,1,0.4,0.4,0.4000000000000001,0.17174585681717824,0.3091425422709208,False
112,8,0.8166666666666667,0.7,0.9333333333333332,0.1532626006960779,0.2942641933364695,False
113,7,0.7928571428571428,0.5555158730158729,0.960333333333333,0.23944736541548897,0.39182296158898194,False
114,4,0.8250000000000001,0.6666666666666666,1.0,0.21506851183475106,0.3643513612259312,False
115,17,0.6718487394957984,0.5512820512820512,0.7934978070175437,0.9054262933666606,0.9586866635646994,False
116,11,0.8757575757575757,0.735654761904762,0.9872023809523809,0.0032204463740520698,0.012533629131445895,True
117,14,0.7571428571428571,0.623008658008658,0.8784348739495796,0.47895815546166454,0.644579199873642,False
118,5,0.6900000000000001,0.35,1.0,0.8142975817046894,0.9232980453974431,False
119,6,0.736904761904762,0.4815848214285714,0.95,0.6977506982565189,0.858767791279508,False
120,8,0.7458333333333333,0.5666666666666667,0.9166666666666666,0.7113877334585708,0.8608389379666739,False
121,9,0.8333333333333334,0.7166666666666667,0.9476190476190476,0.055995666632446046,0.13218649172249558,False
122,1,0.8,0.8,0.8000000000000002,1.0,1.0,False
123,16,0.59375,0.45356026785714293,0.7278333333333331,0.16297208317029827,0.2970630376775057,False
124,13,0.7012820512820513,0.5686979166666667,0.8236160714285714,0.5865675585584239,0.7609525084001174,False
125,10,0.7733333333333333,0.6689880952380952,0.8666666666666666,0.37438604395449215,0.5391159032944687,False
126,4,0.8583333333333334,0.8,1.0,0.07255262653381547,0.16547771994125798,False
127,9,0.6962962962962964,0.44645454545454544,0.9083333333333333,0.8730861468675919,0.9586866635646994,False
128,12,0.41805555555555557,0.2520775462962963,0.5787973484848484,0.0001296785741036635,0.0009336857335463771,True
129,10,0.6033333333333333,0.45998148148148144,0.761547619047619,0.223393256194366,0.3740538243254501,False
130,11,0.6212121212121212,0.48997222222222225,0.7272727272727273,0.18714480932971017,0.32864454321314956,False
131,4,0.65,0.0,1.0,0.6356145167441521,0.8028814948347185,False
132,2,0.675,0.6,0.75,1.0,1.0,False
133,15,0.601111111111111,0.49165674603174603,0.7166666666666666,0.11458103288917307,0.22916206577834614,False
134,15,0.6699999999999999,0.5180528846153847,0.7977843137254902,0.703712495631819,0.858767791279508,False
135,10,0.8066666666666666,0.6857142857142858,0.9083522727272726,0.14562648205410939,0.2833812623755642,False
136,8,0.6958333333333333,0.5833333333333333,0.8260269360269361,1.0,1.0,False
137,11,0.6976190476190476,0.5499945887445888,0.8393046536796536,0.8816443079427614,0.9586866635646994,False
138,3,0.6857142857142856,0.2,1.0,0.7850184684153015,0.9043412756144273,False
139,15,0.6633333333333334,0.5083333333333334,0.7999999999999999,0.8971273152304842,0.9586866635646994,False
140,6,0.7555555555555555,0.5333333333333333,0.95,0.5689869149138227,0.7448555977053679,False
141,3,0.9333333333333332,0.8,1.0,0.04913496597474265,0.12199026035108519,False
142,15,0.5166666666666666,0.35000000000000003,0.6833333333333333,0.0018941050710260389,0.00826518576447726,True
