uri,url,author_handle,text,created_at,like_count,repost_count,reply_count,quote_count
at://did:plc:uqrfc7gu5tptozetpvustimk/app.bsky.feed.post/3mu5rrkdyg22k,https://bsky.app/profile/eliemar.bsky.social/post/3mu5rrkdyg22k,eliemar.bsky.social,"America we must act like Hungary who kicked out their Fascist leader friend of rapist Trump & his corrupt bootliking Republicans

Vote💙 #usa

ALL Democrats for
Lower Costs
Affordable Housing
Higher Wages
Free Health-Child Care
Free Tuition
Science
Climate Change 
GUN CONTROL 
No to School Shootings",2026-08-28T16:27:50.893Z,0,0,0,0
at://did:plc:6hdxydx5glmxqkkcely3uwin/app.bsky.feed.post/3mu5qhmfcfk2f,https://bsky.app/profile/josiegirl52.bsky.social/post/3mu5qhmfcfk2f,josiegirl52.bsky.social,Minnesotans please remember Lisa Demuth has been the speaker. She did nothing on fraud or gun control. She’s just another T rump republican in my opinion. We need to vote for Amy K. Who has always worked hard for MN,2026-08-28T16:04:23.750Z,0,0,0,0
at://did:plc:3szwv4jlrh2mf32nxfo2djnf/app.bsky.feed.post/3mu5ph7tnos2y,https://bsky.app/profile/indoeurocreolenero.bsky.social/post/3mu5ph7tnos2y,indoeurocreolenero.bsky.social,"🇵🇸End Genocide In Gaza/Palestine
🇮🇱End Israel's apartheid occupation
🔫Gun Control
⚖️Preserve Checks and Balances
🤖Regulate Artificial Intelligence (AI)
🖥️Regulate Data Centers
🏦Tax Wealth (To Pay For Social Security)

Vote Patrick Roath! #MA08 #Vote",2026-08-28T15:46:16.847Z,0,0,0,0
at://did:plc:2wgayvrieulxusguaz2ba3xr/app.bsky.feed.post/3mu5mskxnyk2m,https://bsky.app/profile/sc0matth.bsky.social/post/3mu5mskxnyk2m,sc0matth.bsky.social,"It’s not real life. It’s real life but you can go on a mass shooting and get away with it. Which is only real life in America, while the rest of the Western world practices responsible gun control.",2026-08-28T14:58:56.387Z,1,0,0,0
at://did:plc:fkk62nhf7ydvf6wipkwihiq5/app.bsky.feed.post/3mu5mkvfxpc2f,https://bsky.app/profile/pianomover.bsky.social/post/3mu5mkvfxpc2f,pianomover.bsky.social,We need to treat these incursions into public lands the same way the NRA treats any suggestion of gun control. Give absolutely no quarter.,2026-08-28T14:54:38.903Z,19,1,0,0
at://did:plc:jo4wb27jnf5e4fh252daxzgx/app.bsky.feed.post/3mu5mddydy227,https://bsky.app/profile/realx22report.bsky.social/post/3mu5mddydy227,realx22report.bsky.social,"The cabal’s gun-control strategy depends on fear.

Show every tragedy.

Hide every defensive use.

Convince Americans that surrendering their rights will make them safer.

Fear shuts down logical thinking

Present both sides—and the deep state’s narrative begins to collapse.",2026-08-28T14:50:25.753Z,0,0,0,0
at://did:plc:yboo7rw3oun3lzwdfn6cugga/app.bsky.feed.post/3mu5hahwmgc2w,https://bsky.app/profile/epeemike81.bsky.social/post/3mu5hahwmgc2w,epeemike81.bsky.social,"I'll admit my source on this is a Jim Jefferies standup special, so quite possible I'm misinformed, but my understanding is that Australia implemented somewhat strict gun laws in the wake of Port Arthur... Massachusetts has the strictest gun control laws in the US.",2026-08-28T13:19:20.517Z,0,0,1,0
at://did:plc:uqrfc7gu5tptozetpvustimk/app.bsky.feed.post/3mu5h3nmvlk2n,https://bsky.app/profile/eliemar.bsky.social/post/3mu5h3nmvlk2n,eliemar.bsky.social,"ALL Democrats work for Americans #usa
 
Republicans call it Communism

Republicans support
Trump/his UNAFFORDABLE economy & OLIGARCHS who fund their campaigns

Democrats 💙
Higher Wages
FREE Health/Child care Lower Costs
Affordable Housing
Education
Climate Change
GUN CONTROL
NO to School Shootings",2026-08-28T13:16:38.719Z,0,0,0,0
at://did:plc:uqrfc7gu5tptozetpvustimk/app.bsky.feed.post/3mu5gvqlems2n,https://bsky.app/profile/eliemar.bsky.social/post/3mu5gvqlems2n,eliemar.bsky.social,"Forget McConnell
#usa focus

Trump/Republicans STEALING the Midterms

Michelle Obama at DNC: ""Don't complain""
""Do something""

Trump economy UNAFFORDABLE

All Democrats for:
Higher Wages
FREE Health/Child care Lower Costs
Affordable Housing
Education
Climate Change
GUN CONTROL
NO to School Shootings",2026-08-28T13:13:20.488Z,1,0,0,0
at://did:plc:uqrfc7gu5tptozetpvustimk/app.bsky.feed.post/3mu5gtyj5lk2n,https://bsky.app/profile/eliemar.bsky.social/post/3mu5gtyj5lk2n,eliemar.bsky.social,"Trump/Republican servants are cruel

America is still a beacon of light through its people

Lets get rid of the garbage #usa UNSEAT Republicans

Vote💙
Democrats for:
Higher Wages
FREE Health/Child care Lower Costs
Affordable Housing
Education
Science
Climate Change
GUN CONTROL
NO to School Shootings",2026-08-28T13:12:21.694Z,2,1,1,0
at://did:plc:uqrfc7gu5tptozetpvustimk/app.bsky.feed.post/3mu5fcjh5wc27,https://bsky.app/profile/eliemar.bsky.social/post/3mu5fcjh5wc27,eliemar.bsky.social,"Trump/Republican servants are cruel

America is still a beacon of light through its people

Lets get rid of the garbage #usa UNSEAT Republicans

Vote💙
Democrats for:
Higher Wages
FREE Health/Child care Lower Costs
Affordable Housing
Education
Science
Climate Change
GUN CONTROL
NO to School Shootings",2026-08-28T12:44:41.733Z,0,0,0,0
at://did:plc:uqrfc7gu5tptozetpvustimk/app.bsky.feed.post/3mu5eevzpps27,https://bsky.app/profile/eliemar.bsky.social/post/3mu5eevzpps27,eliemar.bsky.social,"Stop Trump/Republicans corruption

Unseat Republicans
They LIE to America

Republicans & #trump work for OLIGARCHS who got $1 TRILLION tax cuts

Trump Economy UNAFFORDABLE
Highest Fod/Gas costs

Vote💙 #usa

Democrats for
Free Health/Child care
Higher Wages
Lower costs
Affordable Housing
GUN CONTROL",2026-08-28T12:28:08.286Z,0,0,0,0
at://did:plc:uqrfc7gu5tptozetpvustimk/app.bsky.feed.post/3mu5dz353gs27,https://bsky.app/profile/eliemar.bsky.social/post/3mu5dz353gs27,eliemar.bsky.social,"ALL Democrats work for Americans #usa
 
Republicans call it Communism

Republicans support
Trump/his UNAFFORDABLE economy & OLIGARCHS who fund their campaigns

Democrats 💙
Higher Wages
FREE Health/Child care Lower Costs
Affordable Housing
Education
Climate Change
GUN CONTROL
NO to School Shootings",2026-08-28T12:21:30.988Z,0,0,1,0
at://did:plc:wrspm3jfnjkelm5p5zklz2hi/app.bsky.feed.post/3mu5ahrcex223,https://bsky.app/profile/johnfburke.bsky.social/post/3mu5ahrcex223,johnfburke.bsky.social," Gun-control activists are strangely quiet about this viral video of Chicago kids brandishing firearms in broad daylight
by Joel Abbott",2026-08-28T11:18:09.029Z,0,0,0,0
at://did:plc:uqrfc7gu5tptozetpvustimk/app.bsky.feed.post/3mu4id3ofv22p,https://bsky.app/profile/eliemar.bsky.social/post/3mu4id3ofv22p,eliemar.bsky.social,"Trump problem #usa

Trump kills in his War
Trump no foreign trade skill
Trump ICE murders
Trump $4T National Debt
Trump Inflation/High costs
Trump CORRUPTION
Trump UNAFFORDABLE life
Trump-Epstein kids raping 

Democrats💙
Higher Wages
Lower Costs
Free Health-Child Care
Affordable Housing
Gun Control",2026-08-28T04:06:02.333Z,0,0,0,0
at://did:plc:zs6lgajyk2l5uymulxktna2q/app.bsky.feed.post/3mu5smxsl2s2p,https://bsky.app/profile/truthntransparency.bsky.social/post/3mu5smxsl2s2p,truthntransparency.bsky.social,"Americans deserve EXACTLY what they are getting.
90Million Americans NEVER VOTE in the Presidential Term;
150Million NEVER vote in the Midterms, (when most of Congress & Governors are elected);
75Million put Guns, Anti-Abortion Racism Homophobia Misogyny& Ignornance ahead of their kid's healthcare.",2026-08-28T16:43:10.976Z,0,0,0,0
at://did:plc:3fccz4macdyzaegjlkfic3in/app.bsky.feed.post/3mu5slpvmr22i,https://bsky.app/profile/billiejsweeney.bsky.social/post/3mu5slpvmr22i,billiejsweeney.bsky.social,"In MO, the right wing is bundling a measure to codify transphobic bigotry with its effort to undo the voters' will on abortion. 

Voters adopted protections to reproductive rights two years ago. Now, extremists believe that injecting anti-trans bias will lift an anti-women measure in Nov.",2026-08-28T16:42:29.133Z,2,1,0,0
at://did:plc:dnpgdzw3hqcwqnoxgjy4mgxr/app.bsky.feed.post/3mu5s5qp3b22e,https://bsky.app/profile/oku.mow.haus/post/3mu5s5qp3b22e,oku.mow.haus,"The fight for Bodily Autonomy is the same whether you’re some gold star transsexual transmedicalist, a person seeking an Abortion, a species-dysphoric non-binary therian, a low-key semi-closeted cis gay white man, a couple using contraceptives, swingers in an orgy club, a Polycule, etc etc etc",2026-08-28T16:34:40.204Z,10,0,1,0
at://did:plc:6h32tbiuz6ptigvkkrx2jkrz/app.bsky.feed.post/3mu5s5nhoo22q,https://bsky.app/profile/neeva1.bsky.social/post/3mu5s5nhoo22q,neeva1.bsky.social,"GOP119thCongress, hiw many of YOU live near a data center? GOPSCOTUS, magaGOP, noncritical thinkers, nonDEMS, McConnell, 35% nonvoters, EM,thieves,traitors, misogynoire, greedy2%, anti LGBTQIA+/abortion/POC/women/woke, EpsteinClass, rapists, pedos,traffickers, 2016/20/22/24 GOPvoters OWN this!🇺🇸👀😢",2026-08-28T16:34:36.816Z,0,0,0,0
at://did:plc:6h32tbiuz6ptigvkkrx2jkrz/app.bsky.feed.post/3mu5rwzjeic2q,https://bsky.app/profile/neeva1.bsky.social/post/3mu5rwzjeic2q,neeva1.bsky.social,"GOP119thCongress, anything?GOPSCOTUS, magaGOP, noncritical thinkers, nonDEMS, Rogan, McConnell, 35% nonvoters, EM,thieves,traitors, misogynoire, greedy2%, anti LGBTQIA+/abortion/POC/women/woke, EpsteinClass, rapists, pedos,traffickers, 2016/20/22/24 GOPvoters OWN this!🇺🇸👀😢",2026-08-28T16:30:54.571Z,0,0,0,0
at://did:plc:5t37h44eimeaaqdcwankeeie/app.bsky.feed.post/3mu5rtny7im2b,https://bsky.app/profile/ansirh.bsky.social/post/3mu5rtny7im2b,ansirh.bsky.social,"Telehealth abortion care is just as safe and effective as in-person care – and it’s changed the abortion care landscape. 

Now, 1 in 4 abortions are provided via telehealth.",2026-08-28T16:29:01.616Z,1,0,0,0
at://did:plc:epp2najemrxyduwxz2ihvj3i/app.bsky.feed.post/3mu5rmrm2e224,https://bsky.app/profile/lordmimey.bsky.social/post/3mu5rmrm2e224,lordmimey.bsky.social,"It's just like what happened with abortion.

Anti-abortionists literally blew up abortion clinics in the name of being 'pro-life', and yet it was the pro-abortion side that was constantly chided and demeaned for 'rhetoric'.",2026-08-28T16:25:10.729Z,2,0,0,0
at://did:plc:r5wwieq5nfgtj3qcobot3pqh/app.bsky.feed.post/3mu5recqf4k2v,https://bsky.app/profile/mrfahrenheit.bsky.social/post/3mu5recqf4k2v,mrfahrenheit.bsky.social,"That means it’s past time for Democrats to get their own abortion messaging in order—namely, by standing up from their defensive crouch and finally telling voters what they want to hear: the government has no place in pregnancy at any point",2026-08-28T16:20:26.706Z,2,0,0,0
at://did:plc:d7mbznttytrhbs3vy6d6nppc/app.bsky.feed.post/3mu5rdnfrrb2s,https://bsky.app/profile/reproductivefreedomforall.org/post/3mu5rdnfrrb2s,reproductivefreedomforall.org,"Reproductive freedom and voting rights are inseparable.

The people we elect shape our abortion laws and reproductive health care, and they appoint the judges who shape our freedoms.

Our ability to control our bodies depends on our ability to make our vote count.",2026-08-28T16:20:04.231191387Z,1,1,0,0
at://did:plc:gdbhptgdeaxkr5x7ynmdlzsb/app.bsky.feed.post/3mu5r7pqwet2c,https://bsky.app/profile/phxomg.bsky.social/post/3mu5r7pqwet2c,phxomg.bsky.social,"I tried talking to my dad about that back in the fall of 2024. My parents are single-issue anti-abortion voters bcz the church got its hooks into their politics in the 90s during the Tiller years in Kansas, and that’s the only yardstick they pay any attention to, and my brother is a “free-thinker”",2026-08-28T16:17:52.563Z,1,0,1,0
at://did:plc:7knftcimdqusmixgonfjnl3s/app.bsky.feed.post/3mu5r7nlqj22e,https://bsky.app/profile/theabigailthorn.bsky.social/post/3mu5r7nlqj22e,theabigailthorn.bsky.social,When the NHS talk about “concerns regarding referral appropriateness” they mean they want cis people to have more control over our bodies. But I take the much simpler stance that if someone wants to change sex that’s their business. Like abortion or fertility help it should be fast and on demand.,2026-08-28T16:17:50.300Z,393,62,1,0
at://did:plc:mprlbpkamgszg4klv7h5fvl2/app.bsky.feed.post/3mu5r7d5ryc2f,https://bsky.app/profile/elfstrogen.bsky.social/post/3mu5r7d5ryc2f,elfstrogen.bsky.social,"They *already* do that. Heck universities do that in other contexts. Like BYU going like sorry but being one of THE GAYS goes against code of conduct? Or Notre Dame saying someone who supported abortion rights isn’t qualified for…

Heading the Asian Studies department?",2026-08-28T16:17:39.372Z,0,0,1,0
at://did:plc:rvmarerfcqaoaciketvjacwj/app.bsky.feed.post/3mu5r3dds422s,https://bsky.app/profile/httorg.bsky.social/post/3mu5r3dds422s,httorg.bsky.social,"Why haven’t we laughed the stupid MAGA “abortion up to the moment of birth” off the table by now?
Especially from elected officials?

Or is everyone from the Graham family just congenitally stupid?",2026-08-28T16:15:25.353Z,1,0,1,0
at://did:plc:nud65ngquynjinrknhayzwtg/app.bsky.feed.post/3mu5sphrisk2f,https://bsky.app/profile/theonlypeterkay.bsky.social/post/3mu5sphrisk2f,theonlypeterkay.bsky.social,Xenophobia is killing us: “Analysis from the Institute of Fiscal Studies (IFS) is sounding the alarm that Britain's declining immigration projections weigh on the UK's economic growth outlook.”,2026-08-28T16:44:34.826Z,0,0,0,0
at://did:plc:yp2drmlds5dubmv6udjzwuuz/app.bsky.feed.post/3mu5sohhy3m2u,https://bsky.app/profile/brain.us.com/post/3mu5sohhy3m2u,brain.us.com,"ICE Plans to Spends Millions on Boston Dynamics Dog Robots

Immigration and Customs Enforcement (ICE) plans to buy at least a million dollars worth of robots from Boston Dynamics, the company that makes the...",2026-08-28T16:43:57+00:00,0,0,0,0
at://did:plc:z2f7uooesggy7kyc3rujoyp6/app.bsky.feed.post/3mu5smnath22m,https://bsky.app/profile/bigcountryfooty.bsky.social/post/3mu5smnath22m,bigcountryfooty.bsky.social,Canada can be the counterbalance to the USA.  We have to expedite our growth.  Open the doors for immigration.  Build infrastructure fast.,2026-08-28T16:42:59.909Z,0,0,0,0
at://did:plc:jldwyrazfdid3c7qyxq2eyyf/app.bsky.feed.post/3mu5sm332ui2b,https://bsky.app/profile/hbgpalocalnews.bsky.social/post/3mu5sm332ui2b,hbgpalocalnews.bsky.social,"ICE detained Cambodian national and coffee shop owner Ratha San pending deportation, citing a criminal record from 1999 to 2007 that revoked his legal status.",2026-08-28T16:42:40.662962+00:00,0,0,0,0
at://did:plc:ja6qwdwar2df3253srtdsmsa/app.bsky.feed.post/3mu5skublp22n,https://bsky.app/profile/sdicaclu.bsky.social/post/3mu5skublp22n,sdicaclu.bsky.social,"With immigrant's rights constantly under attack, it's more important than ever to KNOW YOUR RIGHTS, both for yourself and to spread that knowledge within your community.   

Join ACLU immigration rights experts at our next EmpowerEd training!",2026-08-28T16:42:00.163Z,0,0,1,0
at://did:plc:l4xudk3un3f5zukzmnfpkdrw/app.bsky.feed.post/3mu5sgeyf522g,https://bsky.app/profile/danrhan.bsky.social/post/3mu5sgeyf522g,danrhan.bsky.social,"Trump has repeatedly failed his base on the issues they voted for. The economy is in the toilet, he started a new foreign war he can't end, and he hasn't even delivered on immigration. The only people left he can please are the flag-wavers who care about America's name above all else. Thus the lake.",2026-08-28T16:39:29.916Z,0,0,0,0
at://did:plc:nh3orjwqeaacc3nnkacaw755/app.bsky.feed.post/3mu5sclxpe22s,https://bsky.app/profile/andybeger.bsky.social/post/3mu5sclxpe22s,andybeger.bsky.social,"Yes, but isn’t it also overdetermined? You’ve got multiple other plausible factors at a similar time frame: the 2007 financial crisis, increase in inequality, globalization, increases in immigration/mobility. Which ones are causal vs correlational?",2026-08-28T16:37:23.015Z,0,0,1,0
at://did:plc:owlioq32vg5bqxv2j6gz32ak/app.bsky.feed.post/3mu5sbgjz6k25,https://bsky.app/profile/chrisrivers50.bsky.social/post/3mu5sbgjz6k25,chrisrivers50.bsky.social,"Mahmood has met May’s net migration target, does not realise this, yet wants to reduce immigration further - at huge cost to the economy. She must be stopped.",2026-08-28T16:36:43.770Z,0,0,0,0
at://did:plc:skl2s4plzkuiz4qoozt3xdyo/app.bsky.feed.post/3mu5saockq226,https://bsky.app/profile/veronicamcdonald.bsky.social/post/3mu5saockq226,veronicamcdonald.bsky.social,"What Homeland Insecurity is doing now is making Black people the face of ""illegal immigration"".

They know once a Black face is attached to the issue everyone in the country will race to support getting rid of them (The Blacks).

That's why Trump & Vance spread that cats & dogs lie in 2024.",2026-08-28T16:36:18.360Z,0,1,1,0
at://did:plc:untgwijkmjjjlyzmekldwuyc/app.bsky.feed.post/3mu5salbkac2f,https://bsky.app/profile/otisredfoot.bsky.social/post/3mu5salbkac2f,otisredfoot.bsky.social,Why the hell would they ever need one of those? I can see maybe a bomb squad or hostage situation but immigration?,2026-08-28T16:36:15.182Z,0,0,0,0
at://did:plc:grgswyytu7slprcbhfireuz2/app.bsky.feed.post/3mu5s66nx2s2u,https://bsky.app/profile/expatspost.bsky.social/post/3mu5s66nx2s2u,expatspost.bsky.social,"The MAGA fascist immigration agenda is exactly what Hannah Arendt referred to as ""the banality of evil"".",2026-08-28T16:34:54.848Z,0,0,0,0
